tweet|reason
faturalı hat kullanıcısıydım operatore odemeler yaparken icra takibine dusmus borclarım oldukca yuksekti borcların tumunu odedim odedikten avukata edevlet uzerinden icra dosyalarının kaldırılacagını sordum bir iki gun icinde kaldırılacagı soylenmisti yıldır turkcellden borcum olmamasına acık olan iki adet icra dosyam bulunmakta rica etsem lutfen yardımcı olabilir misiniz kurumda dosyalar gorundugu surece islemimi gerceklestiremiyorum bir borcum var bir sorunum odedigim dosyaların borcları silinmisti turkcelle olan icra borcumun dosyaları hala acık gorunuyor buroları aradıgımda muhatap bulamıyorum yardımcı olmuyor|fatura
gb internet paketim var gun icinde bitiyor ustelik saatlerce video izleyen degilim vodafoneda gb bitmiyordu ay artıyordu turkcelle gectim anlamadım konuyla sikayet var sorunu cozen yok|diğer
turkcell uygulamasından aldıgım yıllık kontratlı faturalı yeni hattın aktiflestirilmesinde sorun yasıyorum bireysel olarak aldıgım hat kurumsal olarak gozukuyor yuzden bayi musteri hizmetleri yardımcı olabiliyor muhatap bulamıyorum bireysel kurumsal musteri temsilcileri buraya yonlendirmekten bir yapmadılar bireysel musteri temsilcilerinin gerekcesi hattın kurumsal olusu kurumsal musteri temsilcilerinin gerekcesi hattın bireysel olusudur aynı sekilde bireysel kurumsal musteri temsilcileri yeni talebimi sikayetimi kayıt altına almak istemedi dogal yasal hakkım onceki talebim cozulmeden kapatılmıs sorun cozulmeden talep kapatılıyor kurumsal bir hat bireysel olarak satısa sunuluyor|kurumsal
turkcell yeni paketi ay oncesinden baslatıyor yıllık abonesi oldugum turkcell onumuzdeki ay satın aldıgım aylık sozlesme yaptıgım cep telefonu paketini online satın alma ekranına kurdukları bir yontemle ay oncesinden baslatıyor ay boyunca bir paket kullanıyorsunuz sozlesme yenilemeniz gerektigi onceki sozlesmenizin bitimine gun ay taahhutlu yeni bir paket satın alıyorsunuz beklentimiz yeni alınan paketin kullanmakta oldugunuz paket bittikten devreye alınması turkcell paketi aldıgınız anda devreye alıyor boylelikle kullandıgınız tarifenin bitmesine gun size yeni paketin fiyatından fatura cıkarıyor sozlesmenizin suresi gun ay kısalıyor yazıklar olsunve eski sozlesmenizin son ayına ait faturayı beklerken bir bakıyorsunuz deha seviyesindeki bir yontemle yeni sozlesmeniz onceki sozlesmenizin bitmesine ay devreye alınmıs sirketlerin isminde turk kelimesini kullanılmasını yasaklayan bir yasa olmalı sirketler isimlerinde turk kelimesini kullanamamalı yıllık musterisini ticaret ahlak ilkelerine sıgmayan bir yontemle aldatmaya calısan sirketlere karsı vatandasın devlet korunmasını talep ediyorum durumu cimere bildirecegim|fatura
merhaba tarife ucretim pahalı turkcell fazla ucret alıyor defalarca tarife indirimi istedim yardımcı olmadılar konuda cozum istiyorum hatayda yasıyorum depremzedeyiz konuda yardımcı olursanız olacak odeyecek durumum yok|diğer
turkcell bayinden wiky marka saat calısan yetkili personel ortam dinleme ozelligi oldugunu soyleyerek urunu sattı geri donus saglayıp urunde ozellik olmadıgını yanılttıklarını iade etmek istedigimi soyledigimde urunu almayacaklarını soylediler turkcell kalitesi guvenirligi adı altında bir yanlıslık yapılması uzdu hatanın telafi edilmesini istiyorum|diğer
turkcell bayisinden hizmet almak gittigimde yardımcı olmadılar bununla beraber saygısızca konustular karsımdaki hanımefendi benimle konusurken yesil nohut yiyordu sordugum sorulara cevap vermiyordu cevap vermemekle kalmayıp ters bir tutum sergiledi arkadaslarımın yanında kucuk dusuruldum ismini ogrenmek istedim ismini soylemedi|diğer
turkcell uygulamasından aldıgım omix marka telefonu kutusundan cıkardım telefon acılmıyor sarja taktım acılmıyor arızalı telefon gondermisler musteri temsilcisine baglanıp telefonun acılmadıgını iade saat arayacaklarını iade kodu gondereceklerini soylediler telefonu hediye edecegim kisiye magdur oldum omix marka telefon hakkında arastırmalar yaptım kisinin aynı sorunları yasadıgını gordum sıfır telefon acılmıyor iki ay batarya sorunları yasanıyor alo hattına sikayetimi bildirdim turkcell magazalarından bir alısveris yapmayacagım|diğer
bugun elime ulasan numaralı siparisimde tl taksitle yazıyor tıklıyorum telefonu alıyorum tl taksit cıkıyor faiz oldugunu dusunerek yeri aramadım faturam kesiliyor gun elime ulasıyor telefon an gelen mesajda tl taksit cihazını gule gule kullan deniyor benimle dalga geciyorsunuz tl duzeltilmezse yarına elimdeki resimlerle tuketici mahkemesine gidip sikayetci olacagım ses etmedikce eklediginiz bir kanun dunyada yok|fatura
turkcell hicte gorundugu kurumsal degil gunlerde turkcell yıllını kutlamakta yıllık turkcell musterisiyim an itibari turkcelle katkı sundugum destek oldugum pisman uzgunum bir hata yapmasa idim milli yerli diyerek destek olmasaydım yıla yakın musterinizim yurt dısı seyahatimde hattımı bloke ediyorsunuz dondugumde yeni bir sim kartı aldırtıyor aktif etmem yakın bayinize yonlendiriyorsunuz hizmet vermediginiz faturasını muntazam kesiyor tıkır tıkır tahsilatınızı yapıyorsunuz aydır hattı internet uzerinden whatsapp uzerinden kullanabiliyoruz yahu bir musteri hizmetlerinizden cektigimiz nedir vergi levhasını dogruluyoruz vergi dairesini dogruluyoruz anamızınbabamızın isminin bilmem harfini dogruluyoruz dogum tarihimiz dogruluyoruz fatura hesap kesim tarihini dogrulayamadık hizmet verilmiyor gorusme sonlandırılıyor yazıklar olsun size yahu senelik musterinizi be guvenlik sorusu sorun onemli ise dakikalarca telefonda bekletip bekletip kucucuk bir soruyu bilemedik gorusmeyi sonlandırıyorsunuz anonim sirketimin hatlarıyla hizmet almayı tercih etmis bir musterinizim kıza bir sure hattımızı farklı bir operatorden size tasımıs biriyim hak ediyor muyum muameleyi yapacagız simdi mahkemeye vererek sorunumuzu gidermenizi saglamalıyız yazıklar olsun turkcell|fatura
surekli arayan spam olarak algıladıgım numarayı engelledim surekli sesli mesaj bıraktıgına bildirimler alıyorum sevgili turkcell engelledigim numaranın bıraktıgı mesajlar hakkında lutfen bilgilendirme yapmayın numara telefon numaramı buluyor kvkk kapsamında durumun izahını talep ediyorum mesajlar devam ederse turkcell hattımı iptal edip bir operatore gecmeyi dusunuyorum|diğer
turkcell hattının sahibiyim kullanıcısı annemdir mobil turkcell uygulamasından yıllardır odemelerini islemlerini yurutmekteyim nisan ayında annemin hattını faturalıdan kontorluye cevirdim odemelerini zaman oldugu duzenli olarak uygulamadan yaptım hattın kullanıcısı olmadıgım fatura bilgiler sahsi telefonuma gonderilmedi durumu defalarca talep etmeme numaramı bildirmeme tarafıma yardımcı olunmadı mart ayında uygulamada gosterilen fatura tutarını odedim nisan ayında fatura kullanmadıgım tl degerinde paket tanımladım odemelerimin resmi mevcuttur bugun turkcellden hattınızın kullanıma kapatılacagına bir bilgilendirme aldım musteri hizmetlerini aradıgımda gec odeme yapıldıgı soylendi bedel uygulamada bildirilmedi nisan ayında faturalı olmama iki fatura edildigi soyleniyor hattımın kapanmaması uygulamada gosterilmeyen liralık odeme yaptım resmi mevcuttur annemin bilgisi olmadan bilgilerin sahsi telefonuma bildirilmesi ısrarla talepte bulundum sekilde bildirilmedi yalnızca bugun olusturulan tarafıma bildirilen faturalar durumun farkına vardım uygulamayı haksız buluyorum odemelerimi turkcellin uygulamasından duzenli olarak gerceklestirdigim halde bir gecikme benzer bir durum varsa durum uygulamada gosterilmeliydi iki ay boyunca fatura mesajı almazken olmaması gereken iki haksız faturanın sahsi telefonuma bildirilmesini kasıtlı olarak degerlendiriyorum duzenli odemelerimi gostererek bildirilmeyen faturaların haksız kazanc oldugunu dusunuyorum iadesini talep ediyorum|fatura
turkcell kullanıyorum engelledigim hattın durmadan sesli mesaj gondermesi rahatsız edici olmaya basladı aynı zamanda engelledigim numara arayanlar listesine gunde listeleniyor yetkililerden konuda yardim talep ediyorum aynı sekilde sorunu bende yasıyorum arayıp sesli mesaj merkezini aramamızı istiyor gun icinde dakikada bir sesli mesaj gonderecek onem arz eden neyimiz var anlamadım ki|diğer
turkcell telefon bayisinden telefon aldım ay taksitli dedi tamam dedim hesap kesim tarihimi sormadan islemi yaptı taksit ay gun odemek zorunda kalacagımı soyledi telefonu iptal et dedim olmaz dedi tarihi ileri al dedim alamam dedi sikayet edecegim dedigimde iptal ettigini soyledi bugun arıyor telefonunuz hazır gelip alın telefon actı turkcell bayisinden sikayetciyim tesekkur ederim|diğer
sivas istasyon caddesinde bulunan turkcell bayinde turk telekomdan turkcelle gecis yaptım gnc favorim gb internet tarifesine tl karsılıgında gecis yaptık nisan tarihli faturama baktıgımda tl olarak goruyorum yi aradıgımda hattın kullanıcısı oldugumu soyledigim halde hat sahibinin araması gerektigini bir bilgi verilmeyecegini soyluyorlar hat sahibinin turkiye sınırları icerisinde olmadıgını soyledigim halde hattın kullanıcısının sahsım oldugunu soyledigim halde sekilde geri donus alamıyorum bir yapılıyor tl gelen bir faturayı odemeyecegim magduriyet gidermek isi zora sokmanızın bir anlamı yok|fatura
ay bursa sur yapı marka avm bulunan turkcell bayinde numara tasıma islemi yaptim ay taahhutlu gb gnc tarifesine tl karsılıgında gecis yaptım tl fatura geldi turkcell iletisim merkezini aradım yardımcı olmadılar paketiniz taahhutsuz girilmis dediler|mnp
turkcell kullanıcısı olarak zaplium adlı bir uygulamadan kullanmadıgım halde tl fatura gonderildigini fark ettim oldugunu bilmiyorum turkcellin tarz durumları surekli gerceklestirdigini dusunuyorum odenen paranın iadesini talep ediyorum benzer durumlarla karsılastım iadesi gerceklestirildi surekli olarak tur uygulamalardan fatura gonderilmesi problem yaratıyor|fatura
merhaba cekmekoy sultanciftligi destan sokakta ikamet etmekteyim baz istasyonunun yer degisikligi yapmasından sebeke cekmiyor yerlere gecildiginde cekim gucu iyi semtimizde dahil kuzenim arkadaslarım konuda sikayetciyiz konu hakkında detaylı bilgi almak istiyorum|diğer
turkcell sim kartın bozulması ucret talebi hk merhabalar kolay gelsin ocak yılında farklı operatorden turkcelle tasıdıgım numaramı kullanmaktaydım bugun sabahtan sim kartımın sebekesini olmadıgını fark ettim ag kayıtlı sebeke olmadıgını gordum uyarı verdi sim kartı takın diye telefon bir problem oldugunu dusunerek farklı bir cihazdan denedim aynı sekilde sorunla karsılastım turkcell musteri hizmetleri gorustugum guncelleme telefonu kapatıp dakika bekledikten telefonu acıp yazıp arama tusuna basın guncelleme yapılacaktır aynı devam ederse tekrar arayın bilgi vermistir aramak aksaray ili merkez bulunan iki farklı bayiye gittim sim kartınız arızalanmıs yedek sim kart almanız gerekmektedir ucreti tl odemeniz gerekmektedir bilgi verdiler turkcelle gectigim tarihten yana telefon degisikligi yapmama sim kartı takıp cıkarmama kart telefonun icinde bozulabilir kaynaklı bir arızanın olmamasına uretici turkcell kaynaklı sorunun tuketiciden ucreti talep ediyorlar verilen hizmet karsılıgı aylık fazla fazla para oduyorum hakkedilmeyen ucret turkcell iyidir hizmet kalitesi operatorlere iyidir numaramı tasıdım durumu fırsata cevirip sim kart yedegi ucreti adı altında tl ucret demek turkcell web sitesinde yedek sim kart ucreti kdv tl yazmaktadır fahis fiyat olması ayrı bir olaykonu magduriyetin giderilmesini talep etmekteyim|çağrı merkezi yetkinlik
turkcellin paycell uygulaması hesabımdan durmadan tl cekiyor duruma paycell musaade ediyor durum magdur ediyor kredi kartımdan para cekildigini fark ediyorum|uygulama
sms gelen bir mesaj sonrasında anladıgım kadarıyla turkcell paycellden quiz champ adlı uygulama surekli bilgi vermeden tl odeme alıyor ikinci taksitinde farkına vardım uyelik iptali mesaj atmak gerekiyor iptal quizchamp seklinde mesaj gonderilmeli ulkemizde maalesef tur durumlarla karsılasılabiliyor umarım alınan paralar ihtiyac sahiplerine bir sekilde ulasır|uygulama
turkcell faturalı hat sahibiyim taahhudum yarın sona eriyor gnc uyesi olarak yeni bir taahhut secmek istiyorum karsıma adet gnc paketi cıkıyor paket beklentilerimi karsılamıyor an kullandıgım paketten dusuk fiyatı ankinden kat fazla turkcelli arayıp magazasına gitmeme sekilde yeni bir taahhut bulamıyorlar sistem atıyor deyip geciyorlar onerilen paketi secmek istemiyorum paketlere bakınca platinumdan oneriyorlar dusuk fiyatı tlden baslıyor yıl internetimi dusurup fiyatlarımı arttırıyorlar olaya bir cozum istiyorum|fatura
birini ararken kosullu arama yonlendirme aktif uyarısı alıyorum bir islem gerceklestirmedim tanımadıgım bir numaraya yonlendirilmis olabilir bir an cozum bulunup donus yapılmasını rica ediyorum cevabınızı bekliyorum lutfen durum hakkında aydınlatın durum hosuma gitmedi kisi durumdan sikayetci olabilir|diğer
tarihinde balıkesir turkcell bayiligi yapmakta olan ikbal ticarete gidip vodafone alan sebekemi tasımam durumunda paket fiyatı aldım elemanlar uygun olan paketin tl tl oldugunu soylediler islem yaptılar turkcell merkezden gelen mesajda paketin tl oldugu bildirildi durumu ikbal ticarete gidip elemanlara bildirdigimde hata yapıldıgını sistemsel hata yaptıkları bir suru bahane uydurdular sikayetciyim magduriyetimin giderilmesini istiyorum kamil kcom|diğer
mobil bankacılıkta faturasız hat paket yukleyemiyorum yuklemek yapmam gerekiyor simdiye yukluyordum iki aydır yukleyemiyorum yapmam gerekiyor tekrar mobil bankacılık uzerinden paket yukleyebilirim konuda yardımcı olabilir misiniz|fatura
turkcell faturamı ısrarla gondermiyor basılı fatura gonderimini saglamıyorlarmıs pttyi suclayarak biz gonderiyoruz faturalarınızı ptt kaybediyor dediler ptt gorusun dediler gorusme sonrasında ptt gonderilmedigini bir hizmetlerinin olmadıgını soyleyerek gorevlerini yapmıyorlar|fatura
turkcell hattımda an yuklu olan mega gb internet paketim bulunmakta yanı sıra yıl ozel gb hediye internetim mevcut ancak hediye mega gb internetimin bitmesine gun kalmıs olmasına anda hediye internetimden harcama yapılmakta tercihim hediye internetin kullanılmaması yonunde mega gb internet paketim cabuk tukenmekte anki durumda hediye internetimin kullanılmasını istemiyorum mega gb internet paketimden harcama yapılmasını tercih ediyorum konuda bir cozum bulunmasını rica ediyorum|diğer
edevlet uzerinden aldıgım risk raporunda turkcell firmasına abonelikten tl borcum oldugu gorunuyor bireysel kurumsal olarak firma abonelik sozlesmelerim bulunmaktaydı odemelerimi otomatik talimatlar gerceklestirdim faturaların eposta yoluyla ulastırılmasını talep etmistim den yana turkcell musterisiyim musteri hizmetlerini arayarak gorunen borcu odemek istedigimi ilettim bireysel kurumsal tarafta borcumun olmadıgı soylendi yasadıgım bir durumu belirtmek isterim abonelik sozlesmesi bitmesine ay ekstra olarak fazladan tl yatırıldıgından basılı fatura gonderilmis basılı fatura gonderim ucreti olarak tl ucret yansıtılmıstı sekilde musteriye bildirim yapılmadan zaman asımı suresi olan yılın dolmasına ay haciz islemi baslatılarak mal varlıklarına tl haciz islemi uygulanmıstı noterde arac satısı sırasında ogrendik icra dairesini arayarak tlnin yuzlerce katını odemek zorunda kaldık sebepten adıma borc varsa odeme talebinde bulunmama herhangi bir borcunuz bulunmamaktadır denilmekte basvurabilecegim kapıları denedim hicbirinden sonuc alamadım edevlette risk raporunda abonelik borcu olarak gorunmekte|fatura
merhabalar yaklasık bir ay hattımı turkcelle tasıdım pismanım aldıgım gunden yana internetim duzgun cekmiyor turkcellde bir sorun yasamak normal degil musteri hizmetleri surekli olarak sim kartımı guncellediklerini cihazımı kapatıp acmam gerektigini soyluyorlar yontem ise yaramıyor operatorlerde zaman bir problemle karsılasmadım cihazımın uyumsuz oldugunu iddia ediyorlar cihazım xiaomi redmi note pro operatorde sorun yasamazken turkcellde uyumsuzluk sorunu yasadıgımı anlamıyorum|çağrı merkezi yetkinlik
numaralı hattımın yasal takipteki borcunu odedim uyap edevlette kapalı gorunmesine ragmen bankalar birligi risk raporunda gun gecikmeli olarak yasal takipte oldugum gorunuyor konuda yardım bekliyorum banka hukuk burosu bir islem yapamayacaklarını iletti|diğer
otomatik odeme talimatı olmasına turkcell ay odemeyi kabul etmeyip faturayı uc gun hat acma kapama ucreti tarafıma yansıtıyor aylardır aynı durumu yasıyorum aradıgımda surekli olarak bankadan kaynaklı bir sorun oldugunu soyluyorlar banka gorustugumde otomatik odeme talimatıyla hesaplarımla alakalı sorun olmadıgını belirtiyorlar hesaplarımı limitlerimi surekli olarak kontrol etmeme turkcell odeme altyapısı ucreti tahsil etmeyip ekstra ucretler yansıtıyor manuel olarak turkcell uygulamasındaki hemen ode kısmından kart bilgilerimi girerek odeme yapmaya calıstıgımda uzgunuz an bir sorunla karsılastık lutfen tekrar deneyiniz hatası veriyor parayı zamanında almıyor ekstra ucret yansıtıp hattımı kapatıyor yakında para vermek minnet edecegiz herhalde hatanız yuzunden millete suc atmayı bırakın bankadan kaynaklı bir sorun olmadıgını biliyorsunuz sorunu cozmezseniz tuketici haklarına giderek sonrasında hattımı tasıyacagım|fatura
dijital kurye sim kart isteme gafletinde bulundum sistemlerine ulasabiliyorum kurye bilgisi var inanılmaz kötü bir firma turkcell pass aracılıgıyla sikayetimi iletmek istedim diyorlar anda sistemlerine giremiyoruz saka|diğer
evimde is yerimde telefonum cekmiyor turkcell yerde cekiyordu evimde cam kenarında telefonla zor konusuyorum calıstıgım birimde katta olmama telefonla gorusme yapamıyorum kac aradım hattımı sıfırladım duzelme olmadı|diğer
sayın burak mobil odeme upcail is yerinden tarihinde saat de telefon numaranız kullanılarak tl tutarında odeme islemi gerceklestirildi islem size ait degilse iptal etmek lutfen baglantıya gidiniz upcailcomiptal sekilde bilgim dısında bir mesaj geldi gelecek bir bedel sorunu kabul etmiyorum gereginin yapılmasını beklemekteyim|diğer
yıllar ceken internet sebekesi son yıllarda kullanılamaz hale geldi altıntas mahallesi orhaneli ilcesi bursada bulunan koyumuzde turkcell internet cekmiyor koyumuz yaklasık nufusa sahip bayramlarda kisiye ulasıyor sırf sebepten operatorlere tasınmaya basladı halkımız ucretini odedigimiz faturanın hizmetini alamıyoruz yılında bursa merkeze km uzaklıkta koyde internet cekmemesi ayıp gercekten|fatura
turkcell hat kullanıcısıyım gun yurt dısına cıktım cıktıgım andan internetimi kullanamadım musteri temsilcisi gorustum sorunun iphoneumla alakalı oldugunu soylediler apple iletisime gectim telefonuma uzaktan baglandılar kontroller sonucu telefonda bir sorun olmadıgını sıkıntının operatorumle alakalı oldugu bilgisine verdiler tekrar turkcell musteri temsilcisi gorustum esim hata kaydı olusturdular yapmam gereken adımdan bahsettiler sorun cozulmedi gundur aynı sıkıntım devam ediyor basta internetimi kullanamıyordum musteri temsilcimin esimimi kaldırması uzerine hattım komple kullanılamaz hale geldim turkcell gunde gorusuyor seferinde arayana aynı bilgileri veriyor aradıgıma aynı sorunu anlatıyor birinde neticeye varamıyorum musteri temsilcisi teknik ekibe teknik ekip musteri temsilcisine yonlendirerek dalga gecercesine is yapıyorlar farklı kisilerle gorusup cozum bulamamak herkese aynı durumu yeni bastan anlatmak vaktimden calıyor yapacak islerimdenbanka odemelerimden geri bırakıyor sorunumu cozmuyor cozulmedigi sisteme girilen arıza kaydımı sorunum cozumlenmeden kapatıyorlar reklamlarda turkcelle baglan hayata diyen kisiler gundur kisinin telefonunu baglayamazken hayata baglayacaklar bilemiyorum bir yurt dısında turkcell mi asla soylenecek soz anlatacak problem var anda sinirimden yazamıyorum turkcell yetkilileri teknik ekip musteri hizmetleri anda aramak isterseniz bosuna aramayın ulasamazsınız turkcell hat kullandıgım hattım kapalı goruyorum cozebilecek bir ekibiniz yok|diğer
turkcell hattım var full cekmesine internet yavas turkcellin uygulamasına giremiyorum iki adet turkcell hattım var ikisi aynı turkcell kaliteyi bozdu musteri hizmetlerinden sonuc alamıyorum hız testi yapmaya calısıyorum yapmıyor|uygulama
hayırlı isler dilerim bir sorunum var fatura borcum olmamasına mayıs ayına tl borc gozukuyor yaptıysam cozum bulamadım musteri hizmetleri yardımcı olursa sevinirim saygılar yaptıysam cozum bulamıyorum yardımcı olursanız sevinirim gunler hayırlı isler|fatura
superbox faturam yuksek geldi musteri temsilcisine baglanamıyorum arıyorum arıyorum acan aynı sesi dinletip duruyorlar magduriyetimin giderilmesini bekliyorum sesimi duyuracagım sebepten fırsatta ailemde kendimde herkesi bir tarifeye gecirecegim|fatura
kac senedir turkcell hattımı kullanıyorum senedir internetim surekli kapatıp acıyor musteri hizmetlerini aradım bir telefonda hattımı cıkarıp takmamı istediler denedim turlu yolu denedim surekli baglanıp yardım talep ediyorum sikayette bulundum sekilde ilgilenilmiyor surekli internetim onemli zamanlarda acıp kapatıyor islem dakika icinde on oluyor zaman internetim donuyor yapıyorsunuz yeni gecmemiz bir yavaslatma bu nedir yani parayı alıyorsunuz bicim hizmet sıkıldım durumdan bir kullanıcı olarak sorunumun cozumu oncekilerin telafisini talep ediyorum|diğer
turkcell rahat tarifeye gectim gectigimden yana banka kart kampanyalarının rakamlı numaralarına sms katılım yapmak istedigimde mesaj gonderilemedi uyarısı alıyorum parasıyla sms gonderemiyorum problemin kaldırılması lazım sonucta sms haklarımdan alınsın demiyorum ucreti smsin alın sms bankaya ulassın istiyoruz|diğer
superboxımın guvenli aramasını kapatmak istiyorum musteri hizmetlerine baglanabiliyorum turkcell uygulaması kapatabiliyorum yi aradıgım zaman tuslamayı yaparsam yapayım musteri hizmetlerine baglanmıyor hattımda islem yapmak saatlerdir ugrasıyorum|uygulama
turkcell hatlı olmanın pismanlıgını yasıyorum yılındayız istanbulun gobegi sayılabilecek bir lokasyonda yasamama bulundugum yerde sebeke problemi yasıyorum arama yapabiliyorum aranabiliyorum telefon cekmiyor internet cekmiyor sekilde iyilestirme calısması yapmıyorlar turkcell yetkililerine sesleniyorum lutfen tur sorunları dikkate alın inceleniyor mesajı atıp gecistirmeyin iletisim cagının gerisinde kalmayın|diğer
sene kurulmus sakaryanın gobegindeki guney mobilyacılar sanayi sitesindeki sirketimiz telefon cekmiyor personel telefonlarımızda turkcell kurumsal hat kullanıyoruz yılında erenler nufus yogunlugu olan bir bolgede telefonla konusmak gokyuzunun yagıssız bulutsuz oldugundan emin olup yuksek bir noktaya cıkmamız gerekiyor turkcell bir firmanın boylesine zayıflık gostermesi kabul edilebilir degil umarım yakın zamanda duzeltici guzel adımlar atılır|diğer
turkcelle gecis sim kart yollandı saattir aktiflestirmeye calısıyorum telefondan aktiflestirmeye calısırken kimlik tarama asamasında kimligi taradıktan uzgunuz isleminizi anda gerceklestiremiyoruz hatası alıp atıyor bilgisayardan girip yapayım dedigimde aktif siparis gorunmuyor anlamadım sim kartı cope atmam gerekiyor|diğer
numaralı hattımda nisan gecikmis fatura borcum vardı musteri hizmetlerinden aradılar odemek istedim yapılacagını bilmiyordum musteri hizmetlerinden adlı kisiden yardım alarak borcumu odedim sesli komut olarak borcumu odedim borcum odendi ziraat kartımla odedim odendi olarak gozukuyor para cekilmis dekontum var borc dunden odenmemis olarak gozukuyor lutfen kontrol edilmesini arz ederim tesekkurler|fatura
vodafone cekmiyor turkcelle gectim turkcell vodafonedan kötü cıktı sikayet var arıyorlar sikayeti belirtiyoruz uygulamalarından sikayeti yineledigimizde hata veriyor bulundugum lokasyonda telefonumda turkcell cekmiyor|diğer
urun satın almadan once mobil internet cabuk bitmez caba sarf ettiler mecburiyetten aldım pismanım musteri hizmetleri yardımcı olmuyor harcamaların yapıldıgını goremiyoruz diyorlar avantajlı oldugunu dusunmeyin|çağrı merkezi yetkinlik
merhabalar turkcellden almıs oldugum kulaklık iki arızalandı ikinci servise gondermek finans bolumunden fatura talebi olusturduk uc defadır mail bildirip isleme aldırıyorum faturayı yolladık mesaj atıyorlar mailimde fatura yok sekilde magdur ediliyorum|fatura
musteri hizmetlerini aradım carem yok hatanız ceza odeyecegim bir durum kabul edilemez reklam odeyeceginiz parayla yenileme yapın bir haftadır telefon elimde sokaklarda cekim alanı arıyorum yagmurda sokaklarda gezecegim|diğer
turkcell operatorune gecis yaptım haftadır hat acılmadı turkcell bayisine gittigim zaman sistemde sıkıntı var diyorlar gonderiyorlar durum nedir acil islerimiz oluyor hattın acılmasını bekleyecegiz sacma bir durum yerde cekiyor diyorsunuz yerde cekmiyor paketler pahalı kabul edilemez|diğer
mart te yazılmıs bir mesaj gordum anda hazirandayız aynı sorun oldugu devam ediyor turkcell esimin google pixel pro aktivasyonu yapılamıyor ingilizce forumlardan okudugum bir nedeni var operator ornek turkcell|diğer
tyg adı altında faturama tl odeme yansımıs oldugunu anlamadım para alabiliyorsunuz seye onay vermedigim halde odemenin duzeltilmesini istiyorum yardımcı olursanız sevinirim ugrasmak istemiyorum odemeyi duzeltirseniz olur|fatura
operator degisimi yaptım turkcelli bir ay kullandıktan operatore gectim tl odedim tl gunluk kullanım bedeli tl yıllık indirimlerin bedeliymis bir kanunsuzlugu yerde gormedim almadıgım hizmetin bedelini odedim kanunen indirimden faydalandıysam alma haklarına sahipler turkcell herhalde kanunun gecerliligi yok bir turkcell ailemi ruyasında gorur sikayetciyim|diğer
turkcell gsm kullanmaktayım iki gundur bursa yunuseli havaalanında yapılan konsere gittigimde internetim cekmiyor sebeke full internet yok uc musteri temsilcileriyle gorustum soylenenleri yaptım cozemediler gsm operatorleri rahat rahat internete girerken fazla ucret odememe internet hizmeti alamıyorum durum turkcelle olan guvenimi yitirdi komik bir durum turkcell kalitesine yakısmadı|diğer
turkcell hattım vardı fiziksel sim kullanıyordum esime gecis yapmak istedim tl para odedim esime gecince servis yok uyarısı verdi gun oldu aynı hatayı veriyor wifi bagladıgım yerde arama yapabiliyorum musteri hizmetlerini aradım magazaya gidin dediler magazaya gittim cihazınız yurt dısı oldugu dediler hakkım var dedim bilmiyoruz vs dediler|diğer
turkcell eski kapatılan hatlarımın icinde kalan bakiyelerim firmaya iade talebinde bulundum bir geri donus olmadı bakiye yatırılmadı konuyla alakalı bilgi verir misiniz acilen ilgilenir misiniz lutfen ivedi yatırılmasını rica ediyorum|diğer
turkcell kredi notumu komple sıfırladı yildir turkcell kullanıcısıyım bir faturamda gecikme vs olmamıstır ocak ayında kardesime hattım uzerinden telefon aldım akıllı saat kulaklıklar aldım gecen gun tekrar telefon ihtiyacım oldugu komple kredi notum dusurulmus sizler kafayımı yediniz amacınız nedir sizin ocak ayından ay gecmis bir gun gecikmeye gecmedigi halde hakla komple notumu dusurursunuz yasadıgım yerde sıkıntı olmasaydı operatorunuzle zerre isim olmazdı sizler size duzgun odeme yapan kullanıcılarınızı magdur ediyorsunuz hakkımı zerre helal etmiyorum|fatura
sim servis bir anda gitti cihazın odemesi kayıtları hat eslestirmeleri an sorunsuz durumda senedir sorunsuz kullanıyordum islerimi altust etti dosya numarası acil desteklerinizi rica ediyorum btk acısında sorun turkcell platinum musterisiyim|diğer
superbox internet sorunu internet dusuk yok defalarca talep olusturdum halde turkcell den gelen cevap sekilde sikayet acıklaması degerli musterimiz xxxxxx numaralı hattınız ilettiginiz xxxx numaralı basvurunuzu degerlendirdik kapsama alanısinyal alma sorunu yasandıgını bildirdiginiz bolgeyi inceledik an olumlu cevap veremiyoruz gunler dilerizyani sorun var cozum alternatif sunulmuyor is kullandıgımı defalarca belirttigim halde destek alamıyorum aylık ucretim cekiliyor tuketici mahkemesine basvurmadan son bir sikayetim anlasmanın fesine ek bir ucret olmadan sorunun giderilmesine|network
turkcellden aldıgım numaralı telefon hattının eski sahibine ait icra takip borcu tahsil edilmeye calısılıyor uygulamasında borc gosteriliyor bankaların online tahsilat ekranlarında gun gun son odeme tarihi olarak borcu gosteriyor turkcelli konu olarak defalarca aradım bayisinden dilekce verdim sonuc yok cozulmuyor basta istenen tutar tl bugun tutar tl olmus konuyla acil cevap bekliyorum cozulmeyecekse cozemeyecegini iletsin bende numarayı degistireyim hattı kapatayım|uygulama
